Date,Daily_Mean_PM10_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY,Daily_Max_1-hour_NO2_Concentration,Daily_Max_8-hour_Ozone_Concentration,Daily_Mean_PM2.5_Concentration,Daily_Max_8-hour_CO_Concentration,Daily_Max_1-hour_SO2_Concentration
06/13/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
06/14/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
06/15/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
06/16/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
06/17/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
06/18/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
06/19/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
06/20/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
06/21/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
06/22/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
06/23/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
06/24/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
06/25/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
06/26/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
06/27/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
06/28/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
06/29/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
06/30/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
07/01/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
07/02/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
07/03/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
07/04/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
07/05/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
07/06/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
07/07/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
07/08/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
07/09/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
07/10/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
07/11/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
07/12/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
07/13/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
07/14/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
07/15/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
07/22/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
07/23/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
07/25/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
07/26/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
07/27/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
07/28/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
07/29/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
07/30/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
07/31/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
08/01/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
08/02/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
08/03/2018,,ppm,12,Oakland West,Alameda,,0.013,,,
08/04/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
08/05/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
08/06/2018,,ppm,14,Oakland West,Alameda,,0.015,,,
08/07/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
08/08/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
08/09/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
08/10/2018,,ppm,13,Oakland West,Alameda,,0.014,,,
08/11/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
08/12/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
08/13/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
08/14/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
08/15/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
08/16/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
08/17/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
08/18/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
08/19/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
08/20/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
08/21/2018,,ppm,39,Oakland West,Alameda,,0.042,,,
08/22/2018,,ppm,37,Oakland West,Alameda,,0.04,,,
08/23/2018,,ppm,46,Oakland West,Alameda,,0.05,,,
08/24/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
08/25/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
08/26/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
08/27/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
08/28/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
08/29/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
08/30/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
08/31/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
09/01/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
09/02/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
09/03/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
09/04/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
09/05/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
09/06/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
09/07/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
09/08/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
09/09/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
09/10/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
09/11/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
09/12/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
09/13/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
09/14/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
09/15/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
09/16/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
09/17/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
09/18/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
09/19/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
09/20/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
09/21/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
09/22/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
09/23/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
09/24/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
09/25/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
09/26/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
09/27/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
09/28/2018,,ppm,36,Oakland West,Alameda,,0.039,,,
09/29/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
09/30/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
10/01/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
10/02/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
10/03/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
10/04/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
10/05/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
10/06/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
10/07/2018,,ppm,35,Oakland West,Alameda,,0.038,,,
10/08/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
10/09/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
10/10/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
10/11/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
10/12/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
10/13/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
10/14/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
10/15/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
10/16/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
10/17/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
10/18/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
10/19/2018,,ppm,31,Oakland West,Alameda,,0.033,,,
10/20/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
10/21/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
10/22/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
10/23/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
10/24/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
10/25/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
10/26/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
10/27/2018,,ppm,10,Oakland West,Alameda,,0.011,,,
10/28/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
10/29/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
10/30/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
10/31/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
11/01/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
11/02/2018,,ppm,14,Oakland West,Alameda,,0.015,,,
11/03/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
11/04/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
11/05/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
11/06/2018,,ppm,19,Oakland West,Alameda,,0.021,,,
11/07/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
11/08/2018,,ppm,43,Oakland West,Alameda,,0.046,,,
11/09/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
11/10/2018,,ppm,21,Oakland West,Alameda,,0.023,,,
11/11/2018,,ppm,44,Oakland West,Alameda,,0.048,,,
11/12/2018,,ppm,38,Oakland West,Alameda,,0.041,,,
11/13/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
11/14/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
11/15/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
11/16/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
11/17/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
11/18/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
11/19/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
11/20/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
11/21/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
11/22/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
11/23/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
11/24/2018,,ppm,25,Oakland West,Alameda,,0.027,,,
11/25/2018,,ppm,12,Oakland West,Alameda,,0.013,,,
11/26/2018,,ppm,6,Oakland West,Alameda,,0.007,,,
11/27/2018,,ppm,12,Oakland West,Alameda,,0.013,,,
11/28/2018,,ppm,30,Oakland West,Alameda,,0.032,,,
11/29/2018,,ppm,32,Oakland West,Alameda,,0.035,,,
11/30/2018,,ppm,26,Oakland West,Alameda,,0.028,,,
12/01/2018,,ppm,34,Oakland West,Alameda,,0.037,,,
12/02/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
12/03/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
12/04/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
12/05/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
12/06/2018,,ppm,23,Oakland West,Alameda,,0.025,,,
12/07/2018,,ppm,10,Oakland West,Alameda,,0.011,,,
12/08/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
12/09/2018,,ppm,11,Oakland West,Alameda,,0.012,,,
12/10/2018,,ppm,8,Oakland West,Alameda,,0.009,,,
12/12/2018,,ppm,18,Oakland West,Alameda,,0.019,,,
12/13/2018,,ppm,22,Oakland West,Alameda,,0.024,,,
12/14/2018,,ppm,29,Oakland West,Alameda,,0.031,,,
12/15/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
12/16/2018,,ppm,28,Oakland West,Alameda,,0.03,,,
12/17/2018,,ppm,24,Oakland West,Alameda,,0.026,,,
12/18/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
12/19/2018,,ppm,17,Oakland West,Alameda,,0.018,,,
12/20/2018,,ppm,5,Oakland West,Alameda,,0.005,,,
12/21/2018,,ppm,16,Oakland West,Alameda,,0.017,,,
12/22/2018,,ppm,11,Oakland West,Alameda,,0.012,,,
12/23/2018,,ppm,14,Oakland West,Alameda,,0.015,,,
12/24/2018,,ppm,33,Oakland West,Alameda,,0.036,,,
12/25/2018,,ppm,27,Oakland West,Alameda,,0.029,,,
12/26/2018,,ppm,15,Oakland West,Alameda,,0.016,,,
12/28/2018,,ppm,31,Oakland West,Alameda,,0.034,,,
12/29/2018,,ppm,19,Oakland West,Alameda,,0.02,,,
12/30/2018,,ppm,20,Oakland West,Alameda,,0.022,,,
01/01/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
01/02/2018,,ppm,8,San Francisco,San Francisco,,0.009,,,
01/03/2018,,ppm,5,San Francisco,San Francisco,,0.005,,,
01/04/2018,,ppm,17,San Francisco,San Francisco,,0.018,,,
01/05/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
01/06/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
01/07/2018,,ppm,7,San Francisco,San Francisco,,0.008,,,
01/08/2018,,ppm,3,San Francisco,San Francisco,,0.003,,,
01/09/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
01/10/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
01/11/2018,,ppm,14,San Francisco,San Francisco,,0.015,,,
01/12/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
01/13/2018,,ppm,16,San Francisco,San Francisco,,0.017,,,
01/14/2018,,ppm,11,San Francisco,San Francisco,,0.012,,,
01/15/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
01/16/2018,,ppm,6,San Francisco,San Francisco,,0.006,,,
01/17/2018,,ppm,10,San Francisco,San Francisco,,0.011,,,
01/18/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
01/19/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
01/20/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
01/21/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
01/22/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
01/23/2018,,ppm,19,San Francisco,San Francisco,,0.02,,,
01/24/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
01/25/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
01/26/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
01/27/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
01/28/2018,,ppm,19,San Francisco,San Francisco,,0.021,,,
01/29/2018,,ppm,12,San Francisco,San Francisco,,0.013,,,
01/30/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
01/31/2018,,ppm,11,San Francisco,San Francisco,,0.012,,,
02/01/2018,,ppm,16,San Francisco,San Francisco,,0.017,,,
02/02/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
02/03/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
02/04/2018,,ppm,19,San Francisco,San Francisco,,0.021,,,
02/05/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
02/06/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
02/07/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
02/08/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
02/09/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
02/10/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
02/11/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
02/12/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
02/13/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
02/14/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
02/15/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
02/16/2018,,ppm,21,San Francisco,San Francisco,,0.023,,,
02/17/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
02/18/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
02/19/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
02/20/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
02/21/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
02/22/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
02/23/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
02/24/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
02/25/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
02/26/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
02/27/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
02/28/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
03/01/2018,,ppm,34,San Francisco,San Francisco,,0.037,,,
03/02/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
03/03/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
03/04/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
03/05/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
03/06/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
03/07/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
03/08/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
03/09/2018,,ppm,21,San Francisco,San Francisco,,0.023,,,
03/10/2018,,ppm,16,San Francisco,San Francisco,,0.017,,,
03/11/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
03/12/2018,,ppm,19,San Francisco,San Francisco,,0.021,,,
03/13/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
03/14/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
03/15/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
03/16/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
03/17/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
03/18/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
03/19/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
03/20/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
03/21/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
03/22/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
03/23/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
03/24/2018,,ppm,34,San Francisco,San Francisco,,0.037,,,
03/25/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
03/26/2018,,ppm,25,San Francisco,San Francisco,,0.027,,,
03/27/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
03/28/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
03/29/2018,,ppm,35,San Francisco,San Francisco,,0.038,,,
03/30/2018,,ppm,34,San Francisco,San Francisco,,0.037,,,
03/31/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
04/01/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
04/02/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
04/03/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
04/04/2018,,ppm,39,San Francisco,San Francisco,,0.042,,,
04/05/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
04/06/2018,,ppm,18,San Francisco,San Francisco,,0.019,,,
04/07/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
04/08/2018,,ppm,39,San Francisco,San Francisco,,0.042,,,
04/09/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
04/10/2018,,ppm,39,San Francisco,San Francisco,,0.042,,,
04/11/2018,,ppm,44,San Francisco,San Francisco,,0.047,,,
04/12/2018,,ppm,44,San Francisco,San Francisco,,0.047,,,
04/13/2018,,ppm,35,San Francisco,San Francisco,,0.038,,,
04/14/2018,,ppm,42,San Francisco,San Francisco,,0.045,,,
04/15/2018,,ppm,41,San Francisco,San Francisco,,0.044,,,
04/16/2018,,ppm,41,San Francisco,San Francisco,,0.044,,,
04/18/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
04/19/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
04/20/2018,,ppm,38,San Francisco,San Francisco,,0.041,,,
04/21/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
04/22/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
04/23/2018,,ppm,34,San Francisco,San Francisco,,0.037,,,
04/24/2018,,ppm,35,San Francisco,San Francisco,,0.038,,,
04/25/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
04/26/2018,,ppm,40,San Francisco,San Francisco,,0.043,,,
04/27/2018,,ppm,39,San Francisco,San Francisco,,0.042,,,
04/28/2018,,ppm,44,San Francisco,San Francisco,,0.048,,,
04/29/2018,,ppm,40,San Francisco,San Francisco,,0.043,,,
04/30/2018,,ppm,38,San Francisco,San Francisco,,0.041,,,
05/01/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
05/02/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
05/03/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
05/04/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
05/05/2018,,ppm,37,San Francisco,San Francisco,,0.04,,,
05/06/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
05/07/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
05/08/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
05/09/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
05/10/2018,,ppm,33,San Francisco,San Francisco,,0.036,,,
05/11/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/12/2018,,ppm,38,San Francisco,San Francisco,,0.041,,,
05/13/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
05/14/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/15/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/16/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
05/17/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
05/18/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
05/19/2018,,ppm,38,San Francisco,San Francisco,,0.041,,,
05/20/2018,,ppm,36,San Francisco,San Francisco,,0.039,,,
05/21/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/22/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
05/23/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
05/24/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/25/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
05/26/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
05/27/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
05/28/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/29/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
05/30/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
05/31/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
06/01/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
06/02/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
06/03/2018,,ppm,31,San Francisco,San Francisco,,0.033,,,
06/04/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
06/05/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
06/06/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
06/07/2018,,ppm,35,San Francisco,San Francisco,,0.038,,,
06/08/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/09/2018,,ppm,31,San Francisco,San Francisco,,0.034,,,
06/10/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/11/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
06/12/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/13/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
06/14/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
06/15/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
06/16/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
06/17/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
06/18/2018,,ppm,34,San Francisco,San Francisco,,0.037,,,
06/19/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
06/20/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
06/21/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
06/22/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
06/23/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
06/24/2018,,ppm,32,San Francisco,San Francisco,,0.035,,,
06/25/2018,,ppm,30,San Francisco,San Francisco,,0.032,,,
06/26/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/27/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/28/2018,,ppm,28,San Francisco,San Francisco,,0.03,,,
06/29/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
06/30/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
07/01/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
07/02/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
07/03/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
07/04/2018,,ppm,29,San Francisco,San Francisco,,0.031,,,
07/05/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
07/06/2018,,ppm,16,San Francisco,San Francisco,,0.017,,,
07/07/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
07/08/2018,,ppm,21,San Francisco,San Francisco,,0.023,,,
07/09/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
07/10/2018,,ppm,19,San Francisco,San Francisco,,0.02,,,
07/11/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
07/12/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
07/13/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
07/14/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
07/15/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
07/16/2018,,ppm,26,San Francisco,San Francisco,,0.028,,,
07/17/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
07/18/2018,,ppm,21,San Francisco,San Francisco,,0.023,,,
07/19/2018,,ppm,19,San Francisco,San Francisco,,0.021,,,
07/20/2018,,ppm,21,San Francisco,San Francisco,,0.023,,,
07/21/2018,,ppm,19,San Francisco,San Francisco,,0.021,,,
07/22/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
07/23/2018,,ppm,27,San Francisco,San Francisco,,0.029,,,
07/24/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
07/25/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
07/26/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
07/27/2018,,ppm,17,San Francisco,San Francisco,,0.018,,,
07/28/2018,,ppm,17,San Francisco,San Francisco,,0.018,,,
07/29/2018,,ppm,19,San Francisco,San Francisco,,0.02,,,
07/30/2018,,ppm,19,San Francisco,San Francisco,,0.02,,,
07/31/2018,,ppm,24,San Francisco,San Francisco,,0.026,,,
08/01/2018,,ppm,18,San Francisco,San Francisco,,0.019,,,
08/02/2018,,ppm,17,San Francisco,San Francisco,,0.018,,,
08/03/2018,,ppm,13,San Francisco,San Francisco,,0.014,,,
08/04/2018,,ppm,16,San Francisco,San Francisco,,0.017,,,
08/05/2018,,ppm,19,San Francisco,San Francisco,,0.02,,,
08/06/2018,,ppm,18,San Francisco,San Francisco,,0.019,,,
08/07/2018,,ppm,23,San Francisco,San Francisco,,0.025,,,
08/08/2018,,ppm,20,San Francisco,San Francisco,,0.022,,,
08/09/2018,,ppm,22,San Francisco,San Francisco,,0.024,,,
